rad_name_ja,grade,hint_group,kunyomi,meaning,kstroke,examples,kunyomi_ja,ka_utf,rad_order,txt_books,kname,rad_utf,dick,rad_name,dicn,mn_hint,rad_stroke,onyomi_ja,rad_meaning,onyomi,ka_id,rad_position_ja,rad_position
"さんずい",3.0,2.0,"n/a","Chinese, fellow",13.0,"[ [ ""漢字 (かんじ)"", ""Chinese characters"" ], [ ""漢語 (かんご)"", ""Sino-Japanese word"" ], [ ""漢和辞典 (かんわじてん)"", ""character dictionary"" ], [ ""熱血漢 (ねっけつかん)"", ""hot-blooded person"" ] ]","","漢",76.0,"[ { ""chapter"" : ""12"", ""txt_bk"" : ""lesson"" }, { ""chapter"" : ""1"", ""txt_bk"" : ""txtAd3"" }, { ""chapter"" : ""19"", ""txt_bk"" : ""txtGenki"" }, { ""chapter"" : ""1"", ""txt_bk"" : ""txtHarrison"" }, { ""chapter"" : ""3"", ""txt_bk"" : ""txtAP"" }, { ""chapter"" : ""14"", ""txt_bk"" : ""txtLookLearn"" } ]","kan(ji)","⺡",471.0,"sanzui",2662.0,"Between the rivers シ,  country where influential people 夫 eat lots of platters [46] of vegetables [8].",3.0,"カン","water","kan","ka_91","へん","hen"
"かい",4.0,1.0,"n/a","money, goods, property, freight",11.0,"[ [ ""貨幣 (かへい)"", ""money, currency, coinage"" ], [ ""貨物列車 (かもつれっしゃ)"", ""freight train"" ], [ ""外貨 (がいか)"", ""foreign money"" ], [ ""通貨 (つうか)"", ""currency"" ], [ ""硬貨 (こうか)"", ""coin [n.]"" ], [ ""雑貨 (ざっか)"", ""general goods"" ], [ ""金貨 (きんか)"", ""gold coin"" ] ]","","貨",187.0,"[ { ""chapter"" : ""11"", ""txt_bk"" : ""txtIKB"" } ]","ka(motsu)","⾙",1594.0,"kai",4493.0,"That which becomes 化 value 貝.",7.0,"カ","shell, property, wealth","ka","ka_910","",""
"くさかんむり",4.0,6.0,"me","bud, sprout",8.0,"[ [ ""麦芽 (ばくが)"", ""malt"" ], [ ""胚芽 (はいが)"", ""embryo bud, germ"" ], [ ""発芽する (はつがする)"", ""germinate, sprout [v.i.]"" ], [ ""芽 (め)"", ""sprout [n.]"" ], [ ""新芽 (しんめ)"", ""bud, shoot [n.]"" ], [ ""芽生える (めばえる)"", ""bud, sprout [v.i.]"" ] ]","め","芽",71.0,"[]","ga-me","⺾",1429.0,"kusakanmuri",3920.0,"Sprouting [8] like a tooth 牙.",3.0,"ガ","grass","ga","ka_911","かんむり","kanmuri"
"きへん",4.0,1.0,"n/a","mechanical contrivance, machine",11.0,"[ [ ""器械 (きかい)"", ""instrument"" ], [ ""機械 (きかい)"", ""machine, mechanism"" ], [ ""器械体操 (きかいたいそう)"", ""apparatus gymnastics"" ], [ ""機械的な (きかいてきな)"", ""mechanical"" ], [ ""機械化する (きかいかする)"", ""mechanize"" ] ]","","械",98.0,"[ { ""chapter"" : ""5"", ""txt_bk"" : ""txtIKB"" }, { ""chapter"" : ""10"", ""txt_bk"" : ""jtr"" } ]","(ki)kai(kou)","",654.0,"kihen",2264.0,"Mechanical device such as a wooden 木 tool to admonish 戒 prisoners.",4.0,"カイ","tree, wood","kai","ka_912","へん","hen"
"うかんむり",4.0,5.0,"n/a","government, covernment official, authorities",8.0,"[ [ ""官房 (かんぼう)"", ""government secretariat"" ], [ ""官邸 (かんてい)"", ""official residence"" ], [ ""官僚 (かんりょう)"", ""bureaucrat, goverment official"" ], [ ""官僚主義 (かんりょうしゅぎ)"", ""bureaucracy"" ], [ ""長官 (ちょうかん)"", ""chief, secretary"" ], [ ""警官 (けいかん)"", ""policeman"" ], [ ""器官 (きかん)"", ""organ"" ], [ ""裁判官 (さいばんかん)"", ""judge [n.]"" ] ]","","官",48.0,"[ { ""chapter"" : ""18"", ""txt_bk"" : ""txtLookLearn"" }, { ""chapter"" : ""5"", ""txt_bk"" : ""txtIKB"" } ]","(saiban)kan","⼧",1417.0,"ukanmuri",1295.0,"Officials [122] in a government office 宀.",3.0,"カン","roof, house","kan","ka_913","かんむり","kanmuri"
"こ",4.0,1.0,"n/a","season",8.0,"[ [ ""季節 (きせつ)"", ""season"" ], [ ""季語 (きご)"", ""seasonal word"" ], [ ""季刊 (きかん)"", ""quarterly"" ], [ ""四季 (しき)"", ""four seasons"" ], [ ""夏季 (かき)"", ""summer season"" ], [ ""冬季 (とうき)"", ""winter season"" ], [ ""雨季 (うき)"", ""rainy season"" ], [ ""乾季 (かんき)"", ""dry season"" ] ]","","季",46.0,"[ { ""chapter"" : ""11"", ""txt_bk"" : ""jtw"" }, { ""chapter"" : ""11"", ""txt_bk"" : ""jt"" } ]","ki(go)","⼦",1624.0,"ko",3266.0,"Baby 子 plants 禾 growing according to season.",3.0,"キ","child, son","ki","ka_914","",""
"いとへん",4.0,1.0,"n/a","era",9.0,"[ [ ""紀元 (きげん)"", ""era, C. E."" ], [ ""紀元前 (きげんぜん)"", ""B.C.E."" ], [ ""紀行文 (きこうぶん)"", ""traveller&apos;s journal"" ], [ ""風紀 (ふうき)"", ""public morals"" ], [ ""世紀 (せいき)"", ""century, era"" ], [ ""21世紀 (21せいき)"", ""21st century"" ] ]","","紀",158.0,"[ { ""chapter"" : ""5"", ""txt_bk"" : ""txtIKB"" }, { ""chapter"" : ""6"", ""txt_bk"" : ""jtw"" }, { ""chapter"" : ""6"", ""txt_bk"" : ""jt"" } ]","ki(genzen)","",856.0,"itohen",3497.0,"Specific/individual 己 time in a historical succession 糸 of events.",6.0,"キ","thread","ki","ka_915","へん","hen"
"ほうへん",4.0,2.0,"hata","flag, banner",14.0,"[ [ ""旗手 (きしゅ)"", ""standard-bearer"" ], [ ""反旗 (はんき)"", ""banner of revolt"" ], [ ""国旗 (こっき)"", ""national flag"" ], [ ""半旗 (はんき)"", ""flag at half-mast"" ], [ ""星条旗 (せいじょうき)"", ""Stars and Stripes"" ], [ ""日章旗 (にっしょうき)"", ""the Japanese flag"" ], [ ""旗 (はた)"", ""flag"" ], [ ""手旗 (てばた)"", ""semaphore flag"" ] ]","はた","旗",91.0,"[]","hata(age)","",716.0,"houhen",2093.0,"Person [5] holding a flag indicating 其 <span class='note'>(orig. ""that"")</span> the direction 方 to advance in.",4.0,"キ","direction, flag","ki","ka_916","へん","hen"
"ぼくづくり",4.0,1.0,"suku, sukuu","save, rescue, aid",11.0,"[ [ ""救急車 (きゅうきゅうしゃ)"", ""ambulance"" ], [ ""救世主 (きゅうせいしゅ)"", ""saviour, messiah, rescuer"" ], [ ""救世軍 (きゅうせいぐん)"", ""Salvation Army"" ], [ ""救命ボート (きゅうめいボート)"", ""lifeboat"" ], [ ""救援活動 (きゅうえんかつどう)"", ""rescue operation"" ], [ ""救出する (きゅうしゅつする)"", ""rescue [v.t.]"" ], [ ""救助する (きゅうじょする)"", ""aid, rescue [v.t.]"" ], [ ""救済する (きゅうさいする)"", ""aid, rescue, salvage, help"" ], [ ""救う (すくう)"", ""rescue, help"" ], [ ""救い主 (すくいぬし)"", ""messiah"" ] ]","すく、すくう","救",86.0,"[ { ""chapter"" : ""3"", ""txt_bk"" : ""txtIKB"" } ]","kyuu-suku(u)","⺙",1003.0,"bokuzukuri",2051.0,"Action 攵 for one who requests 求 help.",4.0,"キュウ","activity, to strike, hit","kyuu","ka_917","つくり","tsukuri"
"て",4.0,5.0,"a, ageru, agaru","nominate, noteworthy act, raise",10.0,"[ [ ""挙党 (きょとう)"", ""entire party"" ], [ ""挙動不審 (きょどうふしん)"", ""suspicious conduct"" ], [ ""選挙 (せんきょ)"", ""election"" ], [ ""暴挙 (ぼうきょ)"", ""reckless action"" ], [ ""快挙 (かいきょ)"", ""brilliant achievement"" ], [ ""一挙に (いっきょに)"", ""at a stroke, with a single swoop"" ], [ ""挙手する (きょしゅする)"", ""raise one&apos;s hand"" ], [ ""検挙する (けんきょする)"", ""arrest [v.t.]"" ], [ ""挙げる (あげる)"", ""raise, give, arrest [v.t.]"" ], [ ""挙げ句の果て (あげくのはて)"", ""on top of all that"" ], [ ""挙がる (あがる)"", ""rise, prosper, come up [v.i.]"" ] ]","あ、あげる、あがる","挙",84.0,"[ { ""chapter"" : ""14"", ""txt_bk"" : ""jtw"" }, { ""chapter"" : ""7"", ""txt_bk"" : ""jtr"" }, { ""chapter"" : ""14"", ""txt_bk"" : ""jt"" } ]","kyo-a(geru)","⼿",1588.0,"te",1902.0,"Action to put something ツ on a podium [70] with one's hands 手.",4.0,"キョ","hand","kyo","ka_918","",""
"かねへん",4.0,1.0,"kagami","mirror, optical instrument",19.0,"[ [ ""鏡台 (きょうだい)"", ""dressing table"" ], [ ""望遠鏡 (ぼうえんきょう)"", ""telescope"" ], [ ""顕微鏡 (けんびきょう)"", ""microscope"" ], [ ""双眼鏡 (そうがんきょう)"", ""binoculars, field glasses"" ], [ ""老眼鏡 (ろうがんきょう)"", ""reading glasses"" ], [ ""鏡 (かがみ)"", ""mirror"" ], [ ""手鏡 (てかがみ)"", ""hand-mirror"" ], [ ""*眼鏡 (めがね)"", ""eyeglasses"" ] ]","かがみ","鏡",206.0,"[]","kyou-kagami","",1157.0,"kanehen",4912.0,"Metallic 金 mirror on a stand 立 reflecting the rising 儿 <span class='note'>(orig. ""high legs"")</span> sun 日.",8.0,"キョウ","metal, gold, mineral","kyou","ka_919","へん","hen"
"うかんむり",1.0,1.0,"aza","character",6.0,"[ [ ""字 (じ)"", ""character, hand-writing"" ], [ ""漢字 (かんじ)"", ""Chinese characters"" ], [ ""文字 (もじ)"", ""character"" ], [ ""ローマ字 (ローマじ)"", ""Roman letters (alphabet)"" ], [ ""数字 (すうじ)"", ""numeral"" ], [ ""名字 (みょうじ)"", ""family name"" ], [ ""習字 (しゅうじ)"", ""penmanship"" ], [ ""赤字 (あかじ)"", ""deficit"" ], [ ""大字 (おおあざ)"", ""larger section (of village)"" ] ]","あざ","字",48.0,"[ { ""chapter"" : ""12"", ""txt_bk"" : ""lesson"" }, { ""chapter"" : ""7"", ""txt_bk"" : ""txtBasicKanji"" }, { ""chapter"" : ""1"", ""txt_bk"" : ""txtAd3"" }, { ""chapter"" : ""17"", ""txt_bk"" : ""txtGenki"" }, { ""chapter"" : ""1"", ""txt_bk"" : ""txtHarrison"" }, { ""chapter"" : ""8"", ""txt_bk"" : ""txtAP"" }, { ""chapter"" : ""14"", ""txt_bk"" : ""txtLookLearn"" } ]","ji-aza","⼧",1374.0,"ukanmuri",1281.0,"Review and study of the characters: a child's 子 most important home 宀 work.",3.0,"ジ","roof, house","ji","ka_92","かんむり","kanmuri"
"くるま",4.0,1.0,"n/a","army",9.0,"[ [ ""軍 (ぐん)"", ""army, force, troops"" ], [ ""軍隊 (ぐんたい)"", ""army, troops"" ], [ ""軍人 (ぐんじん)"", ""military personnel, soldier"" ], [ ""軍縮 (ぐんしゅく)"", ""armament reduction"" ], [ ""軍事力 (ぐんじりょく)"", ""military force, military strength"" ], [ ""軍国主義 (ぐんこくしゅぎ)"", ""militarism"" ], [ ""空軍 (くうぐん)"", ""air force"" ], [ ""陸軍 (りくぐん)"", ""army"" ], [ ""海軍 (かいぐん)"", ""navy"" ], [ ""敵軍 (てきぐん)"", ""enemy army"" ], [ ""一軍 (いちぐん)"", ""an army, entire army, first team"" ] ]","","軍",195.0,"[ { ""chapter"" : ""4"", ""txt_bk"" : ""txtAd4"" }, { ""chapter"" : ""4"", ""txt_bk"" : ""txtSFJ4"" }, { ""chapter"" : ""6"", ""txt_bk"" : ""txtIKB"" } ]","gun(tai)","⾞",1318.0,"kuruma",628.0,"Group of covered 冖 vehicles 車 with army supplies.",7.0,"グン","vehicle, wheel, car","gun","ka_920","",""
"おおざと",4.0,1.0,"n/a","county",10.0,"[ [ ""郡部 (ぐんぶ)"", ""rural districts, counties"" ], [ ""郡県制度 (ぐんけんせいど)"", ""county and prefecture system"" ], [ ""新田郡 (にったぐん)"", ""Nitta County"" ] ]","","郡",73.0,"[ { ""chapter"" : ""12"", ""txt_bk"" : ""txtIKB"" } ]","(tokushimaken-awa)gun","⻏",984.0,"oozato",4764.0,"Ruler 君 and city 阝.",3.0,"グン","village, country, city","gun","ka_921","つくり","tsukuri"
"ぎょうにんべん",4.0,1.0,"n/a","path, diameter",8.0,"[ [ ""径路 (けいろ)"", ""path, route, process"" ], [ ""直径 (ちょっけい)"", ""diameter"" ], [ ""半径 (はんけい)"", ""radius"" ], [ ""口径 (こうけい)"", ""aperture, bore, calibre"" ], [ ""直情径行（ちょくじょうけいこう）"", ""straightforward, guileless"" ] ]","","径",70.0,"[]","(han)kei","⼻",216.0,"gyouninben",1602.0,"Go 彳 along a straight 圣 line.",3.0,"ケイ","step, stride, street, to go","kei","ka_922","へん","hen"
"にんべん",4.0,1.0,"sourou","season, seasonal weather",10.0,"[ [ ""候補者 (こうほしゃ)"", ""candidate, applicant"" ], [ ""気候 (きこう)"", ""climate"" ], [ ""時候 (じこう)"", ""season, time of the year"" ], [ ""天候 (てんこう)"", ""weather"" ], [ ""兆候 (ちょうこう)"", ""sign, indication, omen, symptom"" ], [ ""立候補する (りっこうほする)"", ""announce candidacy"" ], [ ""候文 (そうろうぶん)"", ""writing in old epistolary style"" ], [ ""居候 (いそうろう)"", ""someone living rent-free"" ] ]","そうろう","候",11.0,"[ { ""chapter"" : ""24"", ""txt_bk"" : ""txtSFJ3"" }, { ""chapter"" : ""24"", ""txt_bk"" : ""txtSFJ"" }, { ""chapter"" : ""11"", ""txt_bk"" : ""jtr"" }, { ""txt_bk"" : ""cijr"", ""chapter"" : ""23"" } ]","sourou","⺅",89.0,"ninben",481.0,"Person イ standing in front of a board丨, grasping ユ a pointer 矢 to point the weather map.",2.0,"コウ","person ","kou","ka_923","へん","hen"
"ふねへん",4.0,1.0,"n/a","navigate, sail",10.0,"[ [ ""航海 (こうかい)"", ""voyage, cruise, navigation"" ], [ ""航路 (こうろ)"", ""course, route, run"" ], [ ""航空機 (こうくうき)"", ""aircraft"" ], [ ""航空券 (こうくうけん)"", ""air ticket"" ], [ ""航空便 (こうくうびん)"", ""air mail"" ], [ ""航空会社 (こうくうがいしゃ)"", ""airline company"" ], [ ""運航する (うんこうする)"", ""run (between), ply (the waters)"" ], [ ""難航する (なんこうする)"", ""make a difficult passage"" ] ]","","航",171.0,"[]","kou(kuuki)","",885.0,"funehen",3867.0,"Aboard a ship 舟 struggling 亢 with the seas.",6.0,"コウ","ship, boat","kou","ka_924","へん","hen"
"きへん",4.0,1.0,"fuda","tag, bill, paper money, label",5.0,"[ [ ""札 (さつ)"", ""paper money"" ], [ ""札束 (さつたば)"", ""roll of banknotes"" ], [ ""札入れ (さついれ)"", ""wallet, billfold"" ], [ ""偽札 (にせさつ)"", ""counterfeit paper money"" ], [ ""標札 (ひょうさつ)"", ""nameplate, doorplate"" ], [ ""改札口 (かいさつぐち)"", ""ticket barrier, wicket"" ], [ ""千円札 (せんえんさつ)"", ""1,000 Yen bill"" ], [ ""入札する (にゅうさつする)"", ""bid"" ], [ ""落札する (らくさつする)"", ""make a successful bid"" ], [ ""札 (ふだ)"", ""note [n.]"" ], [ ""値札 (ねふだ)"", ""price tag"" ], [ ""名札 (なふだ)"", ""name plate, name tag"" ] ]","ふだ","札",98.0,"[]","satsu-fuda","",546.0,"kihen",2171.0,"Paper made from wood 木, used as money or a tag with a clip/hook 乚.",4.0,"サツ","tree, wood","satsu","ka_925","へん","hen"
"うかんむり",4.0,1.0,"n/a","inspect, guess, surmise, judge",14.0,"[ [ ""警察 (けいさつ)"", ""police"" ], [ ""検察 (けんさつ)"", ""prosecutor"" ], [ ""洞察力 (どうさつりょく)"", ""insight, discernment"" ], [ ""察知する (さっちする)"", ""sense, infer"" ], [ ""視察する (しさつする)"", ""inspect, observe"" ], [ ""査察する (ささつする)"", ""inspect, investigate"" ], [ ""診察する (しんさつする)"", ""perform a medical exam"" ], [ ""観察する (かんさつする)"", ""observe, survey"" ], [ ""推察する (すいさつする)"", ""guess, conjecture, surmise"" ], [ ""考察する (こうさつする)"", ""consider, inquire"" ], [ ""察する (さっする)"", ""guess, sense, presume"" ] ]","","察",48.0,"[ { ""chapter"" : ""13"", ""txt_bk"" : ""jtr"" } ]","(kei)satsu","⼧",1520.0,"ukanmuri",1334.0,"Action 又 of a detective in a house 宀 examining a body 月 on a table 示 to guess cause of death.",3.0,"サツ","roof, house","satsu","ka_926","かんむり","kanmuri"
"さむらい",4.0,1.0,"n/a","military man, profession suffix",3.0,"[ [ ""士官 (しかん)"", ""officer"" ], [ ""士農工商 (しのうこうしょう)"", ""feudal hierarchy"" ], [ ""兵士 (へいし)"", ""soldier"" ], [ ""騎士 (きし)"", ""knight"" ], [ ""武士 (ぶし)"", ""warrior, samurai"" ], [ ""紳士 (しんし)"", ""gentleman"" ], [ ""名士 (めいし)"", ""celebrity, personage"" ], [ ""同士 (どうし)"", ""fellow, companion, comrade"" ], [ ""力士 (りきし)"", ""sumo wrestler"" ], [ ""博士 (はくし)"", ""PhD holder, learned man"" ], [ ""弁護士 (べんごし)"", ""lawyer, attorney"" ], [ ""*博士 (はかせ)"", ""expert, learned man"" ] ]","","士",39.0,"[ { ""chapter"" : ""19"", ""txt_bk"" : ""txtSFJ3"" }, { ""chapter"" : ""19"", ""txt_bk"" : ""txtSFJ"" }, { ""chapter"" : ""17"", ""txt_bk"" : ""txtLookLearn"" }, { ""chapter"" : ""6"", ""txt_bk"" : ""txtIKB"" }, { ""chapter"" : ""11"", ""txt_bk"" : ""jtw"" }, { ""chapter"" : ""11"", ""txt_bk"" : ""jt"" } ]","(riki)shi","⼠",2129.0,"samurai",1160.0,"Please view the animation in the radical field to the left.",3.0,"シ","man, scholar, samurai","shi","ka_927","",""
"くち",4.0,1.0,"n/a","history",5.0,"[ [ ""史跡 (しせき)"", ""historical landmark"" ], [ ""史料 (しりょう)"", ""historical sources"" ], [ ""史実 (しじつ)"", ""historical fact"" ], [ ""史学科 (しがくか)"", ""department of history"" ], [ ""歴史 (れきし)"", ""history"" ], [ ""世界史 (せかいし)"", ""world history"" ], [ ""日本史 (にほんし)"", ""history of Japan"" ], [ ""美術史 (びじゅつし)"", ""art history"" ], [ ""文学史 (ぶんがくし)"", ""history of literature"" ] ]","","史",34.0,"[ { ""chapter"" : ""22"", ""txt_bk"" : ""txtBasicKanji"" }, { ""chapter"" : ""12"", ""txt_bk"" : ""macquarie"" }, { ""chapter"" : ""11"", ""txt_bk"" : ""jtw"" }, { ""chapter"" : ""6"", ""txt_bk"" : ""jtr"" }, { ""chapter"" : ""11"", ""txt_bk"" : ""jt"" }, { ""txt_bk"" : ""cijr"", ""chapter"" : ""30"" } ]","(sekai)shi","⼝",2188.0,"kuchi",91.0,"Acts [182] and words 口 of people in the past.",3.0,"シ","mouth","shi","ka_928","",""
"くち",4.0,50.0,"n/a","officiate, administer",5.0,"[ [ ""司法 (しほう)"", ""administration of justice, judicial"" ], [ ""司書 (ししょ)"", ""librarian"" ], [ ""司祭 (しさい)"", ""priest, rabbi"" ], [ ""司令官 (しれいかん)"", ""commandant"" ], [ ""司会者 (しかいしゃ)"", ""chairperson, moderator, MC"" ], [ ""上司 (じょうし)"", ""boss, superios"" ], [ ""寿司 (すし)"", ""sushi"" ], [ ""行司 (ぎょうじ)"", ""sumo referee"" ] ]","","司",34.0,"[ { ""chapter"" : ""24"", ""txt_bk"" : ""txtSFJ3"" }, { ""chapter"" : ""24"", ""txt_bk"" : ""txtSFJ"" } ]","(su)shi","⼝",1861.0,"kuchi",877.0,"One 一 person issuing 口 orders in one's area [169].",3.0,"シ","mouth","shi","ka_929","",""
"おんなへん",4.0,1.0,"kono, konomu, konomi, su, suki, suku, yo, yoi, i, ii","like, favorable",6.0,"[ [ ""好意 (こうい)"", ""good will"" ], [ ""同好会 (どうこうかい)"", ""club of like-minded people"" ], [ ""好調 (こうちょう)"", ""favourable"" ], [ ""好み (このみ)"", ""inclinating, taste"" ], [ ""好き (すき)"", ""like"" ], [ ""物好き (ものずき)"", ""(idle) curiosity"" ], [ ""お人好し (おひとよし)"", ""softhearted"" ], [ ""好い加減 (いいかげん)"", ""unconvincing, irresponsible remark"" ] ]","この、このむ、このみ、す、すき、すく、よ、よい、い、いい","好",45.0,"[ { ""chapter"" : ""12"", ""txt_bk"" : ""lesson"" }, { ""chapter"" : ""5"", ""txt_bk"" : ""txtBasicKanji"" }, { ""chapter"" : ""6"", ""txt_bk"" : ""txtAd2"" }, { ""chapter"" : ""11"", ""txt_bk"" : ""txtGenki"" }, { ""chapter"" : ""13"", ""txt_bk"" : ""txtSFJ2"" }, { ""chapter"" : ""13"", ""txt_bk"" : ""txtSFJ"" }, { ""chapter"" : ""3"", ""txt_bk"" : ""txtHarrison"" }, { ""chapter"" : ""6"", ""txt_bk"" : ""txtAP"" }, { ""chapter"" : ""6"", ""txt_bk"" : ""txtLookLearn"" }, { ""txt_bk"" : ""aij4"", ""chapter"" : ""8"" } ]","kou-su(ki)","",155.0,"onnahen",1191.0,"Nothing more pleasing than a woman 女 taking care of her child 子.",3.0,"コウ","woman","kou","ka_93","へん","hen"
"ひとあし",4.0,1.0,"n/a","child",7.0,"[ [ ""児童 (じどう)"", ""children, juvenile"" ], [ ""園児 (えんじ)"", ""kindergarten pupil"" ], [ ""幼児 (ようじ)"", ""infant, baby, child"" ], [ ""乳児 (にゅうじ)"", ""infant, suckling baby"" ], [ ""育児 (いくじ)"", ""childcare, nursing, upbringing"" ], [ ""胎児 (たいじ)"", ""embryo"" ], [ ""二歳児 (にさいじ)"", ""two-year-old"" ], [ ""産児制限 (さんじせいげん)"", ""birth control"" ], [ ""小児科 (しょうにか)"", ""pediatrics"" ], [ ""*稚児 (ちご)"", ""child in a festival procession"" ] ]","","児",13.0,"[]","(nyuu)ji","⼉",1617.0,"hitoashi",572.0,"What a grown up man 儿 <span class='note'>(orig. ""high legs"")</span> used to be many years ago 旧.",2.0,"ジ、ニ","human legs","ji, ni","ka_930","あし","ashi"
"からい",4.0,1.0,"ya, yameru","word, resign, quit",13.0,"[ [ ""辞典 (じてん)"", ""dictionary"" ], [ ""辞書 (じしょ)"", ""dictionary, lexicon"" ], [ ""辞表 (じひょう)"", ""letter of resignation"" ], [ ""祝辞 (しゅくじ)"", ""congratulatory address"" ], [ ""お世辞 (おせじ)"", ""flattery, compliment"" ], [ ""お辞儀 (おじぎ)"", ""bow [n.]"" ], [ ""辞退する (じたいする)"", ""refuse, decline"" ], [ ""辞職する (じしょく)"", ""resign"" ], [ ""辞める (やめる)"", ""resign, retire"" ] ]","や、やめる","辞",197.0,"[ { ""chapter"" : ""34"", ""txt_bk"" : ""txtBasicKanji"" }, { ""chapter"" : ""19"", ""txt_bk"" : ""macquarie"" }, { ""chapter"" : ""9"", ""txt_bk"" : ""txtHarrison"" }, { ""chapter"" : ""8"", ""txt_bk"" : ""txtAP"" }, { ""chapter"" : ""29"", ""txt_bk"" : ""txtLookLearn"" }, { ""chapter"" : ""3"", ""txt_bk"" : ""jtr"" } ]","ji-ya(meru)","⾟",922.0,"karai",3860.0,"Tongue 舌 speaking many 十 words standing 立 by themselves.",7.0,"ジ","bitter","ji","ka_931","",""
"くち",4.0,1.0,"mawa, mawari","lap, periphery, circumference",8.0,"[ [ ""周囲 (しゅうい)"", ""perimeter, surroundings"" ], [ ""周辺 (しゅうへん)"", ""outskirts, peripheral"" ], [ ""周期 (しゅうき)"", ""cycle, period"" ], [ ""周波数 (しゅうはすう)"", ""frequency"" ], [ ""周遊券 (しゅうゆうけん)"", ""excursion ticket"" ], [ ""円周 (えんしゅう)"", ""circumference"" ], [ ""一周忌 (いっしゅうき)"", ""first anniversary of a death"" ], [ ""百周年 (ひゃくしゅうねん)"", ""centennial"" ], [ ""一周する (いっしゅうする)"", ""go around once"" ], [ ""周り (まわり)"", ""perimeter, surroundings"" ] ]","まわ、まわり","周",34.0,"[ { ""chapter"" : ""5"", ""txt_bk"" : ""txtLookLearn"" }, { ""chapter"" : ""5"", ""txt_bk"" : ""txtIKB"" }, { ""chapter"" : ""15"", ""txt_bk"" : ""jtw"" }, { ""chapter"" : ""3"", ""txt_bk"" : ""jtr"" }, { ""chapter"" : ""15"", ""txt_bk"" : ""jt"" } ]","shuu-mawa(ri)","⼝",1903.0,"kuchi",622.0,"area 土 around 冂 a house 口, city, etc.",3.0,"シュウ","mouth","shuu","ka_932","",""
"おおがい",4.0,1.0,"n/a","order, obey, sequence",12.0,"[ [ ""順 (じゅん)"", ""order, turn [n.]"" ], [ ""順番 (じゅんばん)"", ""order, turn [n.]"" ], [ ""順序 (じゅんじょ)"", ""order, sequence, procedure"" ], [ ""順位 (じゅんい)"", ""order, rank, precedence"" ], [ ""順路 (じゅんろ)"", ""route"" ], [ ""順風満帆 (じゅんぷうまんぱん)"", ""smooth sailing"" ], [ ""道順 (みちじゅん)"", ""itinerary, route"" ], [ ""手順 (てじゅん)"", ""process, procedure, protocol"" ], [ ""筆順 (ひつじゅん)"", ""stroke order"" ], [ ""先着順 (せんちゃくじゅん)"", ""order of arrival"" ], [ ""順調な (じゅんちょうな)"", ""favorable, alright"" ], [ ""従順な (じゅうじゅんな)"", ""obedient, submissive"" ] ]","","順",217.0,"[ { ""chapter"" : ""10"", ""txt_bk"" : ""txtIKB"" } ]","jun(ban)","⾴",9.0,"oogai",1450.0,"Like flow 川 of river, follow the leader/head's 頁 instructions.",9.0,"ジュン","head, page","jun","ka_933","つくり","tsukuri"
"きへん",4.0,1.0,"matsu","pine",8.0,"[ [ ""松竹梅 (しょうちくばい)"", ""pine, bamboo, plum"" ], [ ""松 (まつ)"", ""pine tree, highest rank"" ], [ ""松林 (まつばやし)"", ""pine forest"" ], [ ""松葉 (まつば)"", ""pine needle"" ], [ ""松茸 (まつたけ)"", ""matsutake mushroom"" ], [ ""門松 (かどまつ)"", ""New Year&apos;s decorative pine trees"" ] ]","まつ","松",98.0,"[]","shou-matsu","",580.0,"kihen",2212.0,"Tree 木 planted in public 公 spaces, known as the symbol of long life.",4.0,"ショウ","tree, wood","shou","ka_934","へん","hen"
"くちへん",4.0,1.0,"tona, tonaeru","sing",11.0,"[ [ ""万歳三唱 (ばんざいさんしょう)"", ""three cheers"" ], [ ""唱和する (しょうわする)"", ""sing/cheer in chorus"" ], [ ""合唱する (がっしょうする)"", ""sing in chorus"" ], [ ""独唱する (どくしょうする)"", ""sing a solo"" ], [ ""暗唱する (あんしょうする)"", ""recite (from memory)"" ], [ ""提唱する (ていしょうする)"", ""propose, advocate"" ], [ ""唱える (となえる)"", ""recite, chant, call upon"" ] ]","とな、となえる","唱",35.0,"[ { ""chapter"" : ""17"", ""txt_bk"" : ""txtSFJ3"" }, { ""chapter"" : ""17"", ""txt_bk"" : ""txtSFJ"" } ]","(banzaisan)shou","",338.0,"kuchihen",941.0,"Mouth 口 producing clear 昌sounds.",3.0,"ショウ","mouth","shou","ka_935","へん","hen"
